0	0	0	700	700	0
0	0	0	47	88	0
0	88	0	47	176	0
0	176	0	47	265	0
0	265	0	47	353	0
0	353	0	47	441	0
47	0	0	93	88	0
47	88	0	93	176	0
47	176	0	93	265	0
47	265	0	93	353	0
47	353	0	93	441	0
93	0	0	140	88	0
93	88	0	140	176	0
93	176	0	140	265	0
93	265	0	140	353	0
93	353	0	140	441	0
140	0	0	187	88	0
140	88	0	187	176	0
140	176	0	187	265	0
140	265	0	187	353	0
140	353	0	187	441	0
187	0	0	233	88	0
187	88	0	233	176	0
187	176	0	233	265	0
187	265	0	233	353	0
187	353	0	233	441	0
233	0	0	280	88	0
233	88	0	280	176	0
233	176	0	280	265	0
233	265	0	280	353	0
233	353	0	280	441	0
280	0	0	327	88	0
280	88	0	327	176	0
280	176	0	327	265	0
280	265	0	327	353	0
280	353	0	327	441	0
327	0	0	373	88	0
327	88	0	373	176	0
327	176	0	373	265	0
327	265	0	373	353	0
327	353	0	373	441	0
373	0	0	420	88	0
373	88	0	420	176	0
373	176	0	420	265	0
373	265	0	420	353	0
373	353	0	420	441	0
420	0	0	467	88	0
420	88	0	467	176	0
420	176	0	467	265	0
420	265	0	467	353	0
420	353	0	467	441	0
467	0	0	513	88	0
467	88	0	513	176	0
467	176	0	513	265	0
467	265	0	513	353	0
467	353	0	513	441	0
513	0	0	560	88	0
513	88	0	560	176	0
513	176	0	560	265	0
513	265	0	560	353	0
513	353	0	560	441	0
560	0	0	607	88	0
560	88	0	607	176	0
560	176	0	607	265	0
560	265	0	607	353	0
560	353	0	607	441	0
607	0	0	653	88	0
607	88	0	653	176	0
607	176	0	653	265	0
607	265	0	653	353	0
607	353	0	653	441	0
653	0	0	700	88	0
653	88	0	700	176	0
653	176	0	700	265	0
653	265	0	700	353	0
653	353	0	700	441	0
0	441	0	176	571	0
0	571	0	176	700	0
176	441	0	352	571	0
176	571	0	352	700	0
352	441	0	529	571	0
352	571	0	529	700	0
529	441	0	614	484	0
529	484	0	614	527	0
529	527	0	614	571	0
529	571	0	614	614	0
529	614	0	614	657	0
529	657	0	614	700	0
614	441	0	699	484	0
614	484	0	699	527	0
614	527	0	699	571	0
614	571	0	699	614	0
614	614	0	699	657	0
614	657	0	699	700	0
